Edge Name,Model Number,Serial Number, Status, Activation Date, Link Name, Link Mode, Link State, Last Active, IP Address, DL (Mbps), UL (Mbps), DL (MB), UL (MB)
100533,edge520,VC05200074294,CONNECTED,2019-12-02 17:28:48.000,GoCo DSL,ACTIVE,STABLE,2023-01-22 06:15:03.000,74.49.167.204,62.675895,11.95235357142857,216289.028778,23084.41599
100533,edge520,VC05200074294,CONNECTED,2019-12-02 17:28:48.000,Radiant VDSL 403-931-8430 - 50/10M,ACTIVE,STABLE,2023-01-22 06:15:03.000,66.163.192.125,62.56075999045688,11.967508648455206,168509.647473,24595.659595
100533,edge520,VC05200074294,CONNECTED,2019-12-02 17:28:48.000,207.219.150.144,BACKUP,STANDBY,2023-01-22 06:15:03.000,207.219.150.144,62.233,34.002,82.524809,159.312761
103244,edge520,VC05200074391,CONNECTED,2019-12-05 16:37:56.000,207.229.38.107,BACKUP,STANDBY,2023-01-22 06:15:21.000,207.229.38.107,41.5686928671985,29.735541295166588,89.023986,248.060623
103244,edge520,VC05200074391,CONNECTED,2019-12-05 16:37:56.000,GoCo Wired Service,ACTIVE,STABLE,2023-01-22 06:15:21.000,216.21.135.198,62.67078966789668,11.954789667896678,270901.862588,52241.1142
102677,edge520,VC05200075737,CONNECTED,2019-12-17 16:38:42.000,207.219.150.149,BACKUP,STANDBY,2023-01-22 06:15:10.000,207.219.150.148,0.0,0.0,46.461482,405.627497
102677,edge520,VC05200075737,CONNECTED,2019-12-17 16:38:42.000,207.179.135.65,ACTIVE,STABLE,2023-01-22 06:15:10.000,207.179.135.65,106.53227760553304,125.55883901740997,84385.814424,27947.517992
101611,edge520,VC05200075169,CONNECTED,2019-12-04 17:01:42.000,207.219.150.146,BACKUP,STANDBY,2023-01-22 06:15:10.000,207.219.150.144,51.23105280643469,15.05397342192691,1463.393816,1408.05401
101611,edge520,VC05200075169,CONNECTED,2019-12-04 17:01:42.000,142.163.64.151,ACTIVE,STABLE,2023-01-22 06:15:10.000,142.163.64.151,106.53678272284036,125.50354231778972,250008.363568,37937.966926
TDL-HQ-LAB-520,edge520-v,VC05200055141,CONNECTED,2019-12-03 21:04:03.000,LTE,ACTIVE,STANDBY,2023-01-22 06:14:25.000,207.219.150.151,29.00114198004605,16.03824481964697,3257.200283,1615.653995
TDL-HQ-LAB-520,edge520-v,VC05200055141,CONNECTED,2019-12-03 21:04:03.000,Rogers Modem #3,ACTIVE,STABLE,2023-01-22 06:14:25.000,174.119.130.214,34.994085172372664,5.838233448646069,54781.654996,35172.735526
102860,edge520,VC05200074039,CONNECTED,2019-12-18 15:07:00.000,207.219.150.148,BACKUP,STANDBY,2023-01-22 06:15:13.000,207.219.150.144,5.959,2.906,0.0,0.0
102860,edge520,VC05200074039,CONNECTED,2019-12-18 15:07:00.000,207.179.134.77,ACTIVE,STABLE,2023-01-22 06:15:13.000,207.179.134.77,118.72064782349433,44.98693225998808,291189.469522,68680.569713
102860,edge520,VC05200074039,CONNECTED,2019-12-18 15:07:00.000,100.82.50.243,ACTIVE,STABLE,2023-01-22 06:15:13.000,100.82.50.242,7.075,0.572,8856.261036,4372.510282
103736,edge520,VC05200074797,CONNECTED,2019-12-10 17:00:13.000,207.219.150.147,ACTIVE,STABLE,2023-01-22 06:11:28.000,207.219.150.144,33.21745862317103,11.30666542706334,19444.881364,8085.740781
103736,edge520,VC05200074797,CONNECTED,2019-12-10 17:00:13.000,Radiant (204) 669-7145 - DSL Service,ACTIVE,STABLE,2023-01-22 06:11:28.000,96.44.205.13,6.748802803402421,0.74,116957.154895,29763.493659
103736,edge520,VC05200074797,CONNECTED,2019-12-10 17:00:13.000,Radiant ADSL 6M (204) 669-6122,ACTIVE,STABLE,2023-01-22 06:11:28.000,96.44.201.237,3.0,0.3,33076.351913,7859.518134
103736,edge520,VC05200074797,CONNECTED,2019-12-10 17:00:13.000,Radiant (204) 669-6045 - DSL Service,ACTIVE,STABLE,2023-01-22 06:11:28.000,66.163.28.139,1.616,0.345,8329.006371,7820.690111
100734,edge520,VC05200075167,CONNECTED,2019-12-10 18:10:10.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:12:04.000,74.49.190.204,53.51349272550921,11.966536210798578,297276.143583,28514.217258
100734,edge520,VC05200075167,CONNECTED,2019-12-10 18:10:10.000,207.219.150.147,BACKUP,STANDBY,2023-01-22 06:12:04.000,207.219.150.150,32.42769350987627,10.223762318211417,119.076424,816.753215
100734,edge520,VC05200075167,CONNECTED,2019-12-10 18:10:10.000,74.49.190.204,ACTIVE,STABLE,2023-01-22 06:12:04.000,74.49.190.204,49.40063017292785,10.412296839594513,241858.658385,28304.652883
103634,edge520,VC05200075732,CONNECTED,2019-12-10 00:19:13.000,207.229.38.111,ACTIVE,STABLE,2023-01-22 06:15:22.000,207.229.38.105,44.36463199426112,14.826462991749372,3178.406483,6503.611896
103634,edge520,VC05200075732,CONNECTED,2019-12-10 00:19:13.000,Radiant VDSL 604-468-5897 - 25/5M ,ACTIVE,STABLE,2023-01-22 06:15:22.000,64.85.42.133,23.53406976466372,0.997378762541806,33437.053877,16415.167871
103634,edge520,VC05200075732,CONNECTED,2019-12-10 00:19:13.000,74.49.190.204,ACTIVE,STABLE,2023-01-22 06:15:22.000,74.49.190.204,26.079,0.958,199433.185076,33241.14986
103634,edge520,VC05200075732,CONNECTED,2019-12-10 00:19:13.000,Radiant VDSL 604-468-6228 - 25/5M ,ACTIVE,STABLE,2023-01-22 06:15:22.000,64.85.57.153,25.165733190015526,0.959061029499582,113987.042648,19045.929941
101580,edge520,VC05200074806,CONNECTED,2019-12-09 21:08:34.000,207.219.150.147,BACKUP,STANDBY,2023-01-22 06:15:15.000,207.219.150.145,32.8,10.263,28.639802,318.20305
101580,edge520,VC05200074806,CONNECTED,2019-12-09 21:08:34.000,Radiant VDSL 519-979-5716 - 50/10M,ACTIVE,STABLE,2023-01-22 06:15:15.000,96.44.215.101,52.37223012751758,10.997358956024312,178624.750513,36039.570444
101580,edge520,VC05200074806,CONNECTED,2019-12-09 21:08:34.000,Radiant VDSL 519-739-2046 - 50/10M,ACTIVE,STABLE,2023-01-22 06:15:15.000,108.161.39.189,52.136645453462044,7.896997258967942,157685.904593,20050.245037
101202,edge520,VC05200075716,CONNECTED,2019-12-10 20:08:14.000,207.219.150.146,BACKUP,STANDBY,2023-01-22 06:15:32.000,207.219.150.145,48.375,8.577,81.784245,115.018852
101202,edge520,VC05200075716,CONNECTED,2019-12-10 20:08:14.000,72.38.18.183,ACTIVE,STABLE,2023-01-22 06:15:32.000,72.38.18.183,87.25346043680631,16.34761081274615,628476.643492,111977.56058
101405,edge520,VC05200075038,CONNECTED,2019-12-12 21:11:11.000,207.219.150.148,BACKUP,STANDBY,2023-01-22 06:15:18.000,207.219.150.150,45.699,12.985,75.304515,159.263219
101405,edge520,VC05200075038,CONNECTED,2019-12-12 21:11:11.000,74.49.143.204,ACTIVE,STABLE,2023-01-22 06:15:18.000,74.49.143.204,52.37223063170441,10.992256972586413,431594.455964,87259.154452
101405,edge520,VC05200075038,CONNECTED,2019-12-12 21:11:11.000,Radiant DSL 50/10 (416) 243-3462,ACTIVE,STABLE,2023-01-22 06:15:18.000,96.44.234.49,52.34868915375447,11.001694040524434,455465.717712,82186.457226
102089,edge520-v,VC05400002331,CONNECTED,2019-12-06 08:13:46.000,207.232.101.161,ACTIVE,STABLE,2023-01-22 06:11:47.000,207.232.101.161,15.447644678558602,0.8919889859930564,291027.581565,39775.77297
102089,edge520-v,VC05400002331,CONNECTED,2019-12-06 08:13:46.000,207.229.38.106,ACTIVE,STABLE,2023-01-22 06:11:47.000,207.229.38.108,5.427837507489515,2.3490155837928555,6048.329345,7536.654073
102759,edge520-v,VC05400002546,CONNECTED,2019-12-06 07:12:07.000,Radiant VDSL  (905)455-8249,ACTIVE,DISCONNECTED,2023-01-22 06:15:06.000,192.81.17.253,49.05480154639176,11.02384987113402,165680.697657,25931.326564
102759,edge520-v,VC05400002546,CONNECTED,2019-12-06 07:12:07.000,100.82.12.201,ACTIVE,DISCONNECTED,2023-01-22 06:15:06.000,100.82.12.201,48.583797321535336,7.895797321535334,111254.446515,22692.342368
102759,edge520-v,VC05400002546,CONNECTED,2019-12-06 07:12:07.000,207.229.38.111,BACKUP,STABLE,2023-01-22 06:15:06.000,207.229.38.104,14.172240572171651,3.0072106631989595,57559.928828,22245.392638
101499,edge520,VC05200074819,CONNECTED,2019-12-12 17:23:13.000,207.229.38.109,BACKUP,STANDBY,2023-01-22 06:14:57.000,207.229.38.109,64.534,10.545,63.457387,159.384289
101499,edge520,VC05200074819,CONNECTED,2019-12-12 17:23:13.000,74.49.159.204,ACTIVE,STABLE,2023-01-22 06:14:57.000,74.49.159.204,47.2205052480916,11.001955629770992,8751.820226,5625.27962
101499,edge520,VC05200074819,CONNECTED,2019-12-12 17:23:13.000,Radiant DSL - 5194572871,ACTIVE,STABLE,2023-01-22 06:14:57.000,96.44.214.133,44.53594357628534,11.006,24407.985726,17018.441139
101917,edge520,VC05200074780,CONNECTED,2019-12-13 18:10:44.000,74.49.167.204,ACTIVE,STABLE,2023-01-22 06:15:26.000,74.49.167.204,6.848639961736219,1.001,72710.188627,14261.321799
101917,edge520,VC05200074780,CONNECTED,2019-12-13 18:10:44.000,Radiant 6M DSL (403) 782-2089,ACTIVE,STABLE,2023-01-22 06:15:26.000,209.207.127.85,6.853668659571924,1.0017534377615689,53382.414969,25844.005647
101917,edge520,VC05200074780,CONNECTED,2019-12-13 18:10:44.000,216.21.132.153,ACTIVE,STABLE,2023-01-22 06:15:26.000,216.21.132.153,6.849746502451274,1.001,48459.628956,18986.149823
101917,edge520,VC05200074780,CONNECTED,2019-12-13 18:10:44.000,207.219.150.145,ACTIVE,STABLE,2023-01-22 06:15:26.000,207.219.150.150,54.34841518017479,15.362264279726979,11814.644375,6137.150978
102192,edge520,VC05200075158,CONNECTED,2019-12-13 17:56:44.000,Radiant VDSL 50/10 (416)255-1148,ACTIVE,STABLE,2023-01-22 06:11:45.000,96.44.200.169,52.36921062663808,10.997378127233738,164853.389307,28593.209757
102192,edge520,VC05200075158,CONNECTED,2019-12-13 17:56:44.000,DSL Service 50/10M: 4162528379,ACTIVE,STABLE,2023-01-22 06:11:45.000,96.44.235.157,52.304410531331904,11.002727186085298,152688.826997,24397.87727
102192,edge520,VC05200075158,CONNECTED,2019-12-13 17:56:44.000,207.219.150.148,BACKUP,STANDBY,2023-01-22 06:11:45.000,207.219.150.146,62.372,14.029,65.239421,315.77293
101462,edge520,VC05200073986,CONNECTED,2019-12-11 21:30:14.000,207.229.38.110,BACKUP,STANDBY,2023-01-22 06:15:40.000,207.229.38.105,24.971,11.883,45.212994,159.224191
101462,edge520,VC05200073986,CONNECTED,2019-12-11 21:30:14.000,Shaw Cable  - 75/15M,ACTIVE,STABLE,2023-01-22 06:15:40.000,96.54.108.159,88.4620464506908,16.786659004287756,349604.760266,82087.591474
100551,edge520,VC05200074149,CONNECTED,2019-12-11 20:08:14.000,Radiant DSL 6M - (519)271-8679,ACTIVE,STABLE,2023-01-22 06:15:00.000,192.184.16.233,5.118198279980889,0.7106865742952699,103001.086468,21276.425893
100551,edge520,VC05200074149,CONNECTED,2019-12-11 20:08:14.000,Radiant DSL 6M - (519) 271-5410,ACTIVE,STABLE,2023-01-22 06:15:00.000,192.184.16.237,3.585,0.7095917708187052,18712.442385,13235.635715
100551,edge520,VC05200074149,CONNECTED,2019-12-11 20:08:14.000,207.219.150.148,ACTIVE,STABLE,2023-01-22 06:15:00.000,207.219.150.151,46.80816455393446,16.250347810480978,18176.095953,9289.260185
100551,edge520,VC05200074149,CONNECTED,2019-12-11 20:08:14.000,Radiant DSL 6M - (519)271-6714,ACTIVE,STABLE,2023-01-22 06:15:00.000,96.44.236.1,2.98513288940359,0.6983500289519398,11324.927363,4008.617539
104280,edge520,VC05200074784,CONNECTED,2019-12-11 17:20:21.000,Radiant VDSL : 4166223232,ACTIVE,STABLE,2023-01-22 06:15:19.000,66.163.8.221,26.14081101048618,11.005,173838.565938,28452.783153
104280,edge520,VC05200074784,CONNECTED,2019-12-11 17:20:21.000,207.219.150.151,BACKUP,STANDBY,2023-01-22 06:15:19.000,207.219.150.146,49.842,18.043,77.099418,159.418929
104280,edge520,VC05200074784,CONNECTED,2019-12-11 17:20:21.000,Radiant VDSL : 4166217212,ACTIVE,STABLE,2023-01-22 06:15:19.000,192.81.16.217,22.44867449064697,9.763490885261529,86027.007037,16932.164254
104280,edge520,VC05200074784,CONNECTED,2019-12-11 17:20:21.000,Link #4,ACTIVE,STABLE,2023-01-22 06:15:19.000,96.44.219.121,26.139755958055293,11.005188989513822,99061.97669,23184.652532
102658,edge520,VC05200074979,CONNECTED,2019-12-16 16:09:30.000,Radiant VDSL - 50M - (416) 626-1783,ACTIVE,STABLE,2023-01-22 06:14:58.000,66.170.147.157,52.16200322272619,10.986044760085939,357568.504891,66076.791727
102658,edge520,VC05200074979,CONNECTED,2019-12-16 16:09:30.000,207.219.150.150,BACKUP,STANDBY,2023-01-22 06:14:58.000,207.219.150.147,43.733,17.796,71.696442,159.483998
104153,edge520,VC05200074897,CONNECTED,2019-12-16 16:31:40.000,DSL Service 50/10M : 4167406678,ACTIVE,STABLE,2023-01-22 06:14:41.000,96.44.215.153,35.39655939473371,5.115644823066842,45237.181514,10772.602024
104153,edge520,VC05200074897,CONNECTED,2019-12-16 16:31:40.000,207.229.38.106,BACKUP,STANDBY,2023-01-22 06:14:41.000,207.229.38.104,27.885,16.787,30.354143,159.459528
104153,edge520,VC05200074897,CONNECTED,2019-12-16 16:31:40.000,108.161.42.73,ACTIVE,STABLE,2023-01-22 06:14:41.000,108.161.42.73,52.38108840700584,10.997974740855474,26065.807895,23393.759798
100553,edge520,VC05200075410,CONNECTED,2019-12-11 19:09:15.000,174.118.181.11,ACTIVE,STABLE,2023-01-22 06:14:56.000,174.118.181.11,97.26965061107117,22.66841720584711,292428.185656,58036.390139
100553,edge520,VC05200075410,CONNECTED,2019-12-11 19:09:15.000,207.219.150.150,BACKUP,STANDBY,2023-01-22 06:14:56.000,207.219.150.148,33.41997333333333,15.334304102564102,435.127744,1083.538802
103389,edge520,VC05200075581,CONNECTED,2019-12-12 17:00:54.000,Radiant DSL (777) 598-2552,ACTIVE,STABLE,2023-01-22 06:15:35.000,96.44.219.53,17.055,0.726,6777.026991,5012.692208
103389,edge520,VC05200075581,CONNECTED,2019-12-12 17:00:54.000,96.44.225.41,ACTIVE,STABLE,2023-01-22 06:15:35.000,96.44.225.41,10.93,0.964,17445.693241,15229.278662
103389,edge520,VC05200075581,CONNECTED,2019-12-12 17:00:54.000,GoCo LTE Wireless,ACTIVE,STABLE,2023-01-22 06:15:35.000,207.219.150.145,72.96428072692491,24.276872757713466,4963.37176,4746.386179
102280,edge520,VC05200074866,CONNECTED,2019-12-12 18:33:31.000,75.158.216.154,ACTIVE,STABLE,2023-01-22 06:15:08.000,75.158.216.154,331.8608854042452,63.95693954209396,320305.731138,40863.35873
102280,edge520,VC05200074866,CONNECTED,2019-12-12 18:33:31.000,207.219.150.146,BACKUP,STANDBY,2023-01-22 06:15:08.000,207.229.38.108,82.884,34.51,15.99271,37.829081
107266,edge520,VC05200075066,CONNECTED,2019-12-13 16:06:15.000,100.82.110.57,ACTIVE,STABLE,2023-01-22 06:15:38.000,100.82.110.57,52.37,10.988,80491.229143,40240.44546
107266,edge520,VC05200075066,CONNECTED,2019-12-13 16:06:15.000,(416) 252-5527 FTTN 50/10 M,ACTIVE,STABLE,2023-01-22 06:15:38.000,96.44.215.213,52.35682446935368,7.888121631290246,91981.407881,43962.200427
107266,edge520,VC05200075066,CONNECTED,2019-12-13 16:06:15.000,207.219.150.145,BACKUP,STANDBY,2023-01-22 06:15:38.000,74.198.90.55,0.0,0.0,1.35938,1.895465
101959,edge520,VC05200075298,CONNECTED,2019-12-16 17:16:21.000,76.66.204.171,ACTIVE,STABLE,2023-01-22 06:15:30.000,76.66.204.171,54.248816209773544,60.72738569725865,273352.026895,35859.563509
101959,edge520,VC05200075298,CONNECTED,2019-12-16 17:16:21.000,207.219.150.148,BACKUP,STANDBY,2023-01-22 06:15:30.000,207.219.150.149,14.645622641509433,3.0358773584905663,93.36915,320.202304
100736,edge520-v,VC05400002562,CONNECTED,2019-12-17 04:08:11.000,	Third Party Connectivity - Cogeco -120/20M,ACTIVE,STABLE,2023-01-22 06:15:14.000,72.38.44.103,128.62420200453406,21.535647416776044,414522.835916,48577.6989
100736,edge520-v,VC05400002562,CONNECTED,2019-12-17 04:08:11.000,207.219.150.147,BACKUP,STANDBY,2023-01-22 06:15:14.000,207.219.150.151,15.334656164383562,3.0402383561643838,67.358011,325.80528
102074,edge520-v,VC05400002380,CONNECTED,2019-12-17 04:19:06.000,Radiant 6/1M DSL (204) 667-7468,ACTIVE,STABLE,2023-01-22 06:15:18.000,192.81.17.233,6.686663437387873,0.7330125583064226,203030.397664,42758.922394
102074,edge520-v,VC05400002380,CONNECTED,2019-12-17 04:19:06.000,Radiant 6/1M DSL (204) 663-3456,ACTIVE,STABLE,2023-01-22 06:15:18.000,192.81.25.5,6.7279183112067935,0.734,186958.691333,41175.327462
102074,edge520-v,VC05400002380,CONNECTED,2019-12-17 04:19:06.000,Radiant 6/1M DSL (204) 667-6733,ACTIVE,STABLE,2023-01-22 06:15:18.000,192.81.17.237,5.03,0.448,65791.778186,13559.127693
102074,edge520-v,VC05400002380,CONNECTED,2019-12-17 04:19:06.000,207.219.150.145,ACTIVE,STABLE,2023-01-22 06:15:18.000,207.219.150.147,62.20011865421456,21.91697030295773,6890.016508,17276.521269
100142,edge520-v,VC05400002746,CONNECTED,2019-12-18 04:04:44.000,207.219.150.145,BACKUP,STANDBY,2023-01-22 06:15:18.000,207.219.150.145,15.367,3.057,5.393179,4.290008
100142,edge520-v,VC05400002746,CONNECTED,2019-12-18 04:04:44.000,76.68.85.82,ACTIVE,STABLE,2023-01-22 06:15:18.000,76.68.85.82,976.7112956335003,298.2941524695777,20144.064543,50643.833473
100359,edge520-v,VC05400002272,CONNECTED,2019-12-18 04:14:31.000,50/10M VDSL (905) 661-0154 ,ACTIVE,STABLE,2023-01-22 06:13:13.000,96.44.220.209,48.592734455185585,3.911345625969686,13226.161337,5094.805365
100359,edge520-v,VC05400002272,CONNECTED,2019-12-18 04:14:31.000,50/10M VDSL (905) 661-9874,ACTIVE,STABLE,2023-01-22 06:13:13.000,108.161.33.221,52.388,7.897956796753789,42448.652565,20066.075111
100359,edge520-v,VC05400002272,CONNECTED,2019-12-18 04:14:31.000,207.219.150.147,BACKUP,STANDBY,2023-01-22 06:13:13.000,207.219.150.150,15.343,3.023,14.759567,159.061552
101000,edge520-v,VC05400002630,CONNECTED,2019-12-18 04:18:11.000,207.219.150.145,ACTIVE,STABLE,2023-01-22 06:15:03.000,207.219.150.146,14.027822851656266,2.9589463835912198,5762.301348,40219.291824
101000,edge520-v,VC05400002630,CONNECTED,2019-12-18 04:18:11.000,3001,ACTIVE,STABLE,2023-01-22 06:15:03.000,108.161.33.109,5.156,0.706,76076.856058,18464.848992
101000,edge520-v,VC05400002630,CONNECTED,2019-12-18 04:18:11.000,Radiant CGN ADSL 905-304-7918,ACTIVE,STABLE,2023-01-22 06:15:03.000,192.81.17.65,3.08,0.387,133623.274688,33557.544014
101000,edge520-v,VC05400002630,CONNECTED,2019-12-18 04:18:11.000,3002,ACTIVE,STABLE,2023-01-22 06:15:03.000,108.161.33.189,2.6524199490970792,0.459,68926.723721,20587.043455
101080,edge520-v,VC05400002291,CONNECTED,2019-12-19 03:59:05.000,Radiant DSL (905)623-6707,ACTIVE,STABLE,2023-01-22 06:15:21.000,108.161.43.201,1.0470150771808064,0.3443622113198516,34381.344542,10475.650916
101080,edge520-v,VC05400002291,CONNECTED,2019-12-19 03:59:05.000,108.161.34.161,ACTIVE,STABLE,2023-01-22 06:15:21.000,108.161.34.161,1.0470076582505685,0.564,47807.218247,17723.1943
101080,edge520-v,VC05400002291,CONNECTED,2019-12-19 03:59:05.000,207.229.38.105,ACTIVE,STABLE,2023-01-22 06:15:21.000,207.229.38.110,12.52543509989233,8.295409569377991,31928.848982,12013.568854
101080,edge520-v,VC05400002291,CONNECTED,2019-12-19 03:59:05.000,Radiant DSL (905)623-3866,ACTIVE,STABLE,2023-01-22 06:15:21.000,108.161.34.13,1.0464241952853897,0.5640851980375733,21449.001063,14641.641882
101759,edge520-v,VC05400002634,CONNECTED,2019-12-19 04:20:12.000,Radiant DSL (905) 304-9760,ACTIVE,STABLE,2023-01-22 06:15:22.000,192.81.17.69,5.158,0.705,46646.554054,15361.393002
101759,edge520-v,VC05400002634,CONNECTED,2019-12-19 04:20:12.000,Radiant DSL (905) 648-9051,ACTIVE,STABLE,2023-01-22 06:15:22.000,192.81.17.173,5.276,0.713,23185.669293,15601.688906
101759,edge520-v,VC05400002634,CONNECTED,2019-12-19 04:20:12.000,Radiant DSL (905) 648-2037,ACTIVE,STABLE,2023-01-22 06:15:22.000,108.161.33.217,2.572,0.706,6102.364675,9964.402436
101759,edge520-v,VC05400002634,CONNECTED,2019-12-19 04:20:12.000,207.219.150.151,ACTIVE,STABLE,2023-01-22 06:15:22.000,207.219.150.144,6.325385435381483,1.87441056667066,7023.776708,4576.137967
103381,edge520-v,VC05400002303,CONNECTED,2019-12-19 04:30:23.000,Radiant DSL - (705)741-2994,ACTIVE,STABLE,2023-01-22 06:14:50.000,192.81.16.181,5.307,0.458,93804.272215,11077.540759
103381,edge520-v,VC05400002303,CONNECTED,2019-12-19 04:30:23.000,Radiant DSL (705)741-2954 ,ACTIVE,STABLE,2023-01-22 06:14:50.000,192.81.16.125,3.0,0.3,52411.565284,19777.34459
103381,edge520-v,VC05400002303,CONNECTED,2019-12-19 04:30:23.000,Radiant DSL (705) 749 6309,ACTIVE,STABLE,2023-01-22 06:14:50.000,108.161.34.253,3.558,0.713,52965.547732,17092.798693
103381,edge520-v,VC05400002303,CONNECTED,2019-12-19 04:30:23.000,207.229.38.108,ACTIVE,STABLE,2023-01-22 06:14:50.000,207.229.38.109,12.905492905242905,2.50757367977866,3808.036539,6410.592257
