"Application","Category","Total Bytes","Bytes Received","Bytes Sent"
"Domain Name Service","Network Service","862555891","448812624","413743267"
"HyperText Transfer Protocol","Web","2629287980","292824862","2336463118"
"HyperText Transfer Protocol Secure","Web","15072441869","1819779356","13252662513"
"Internet Control Message Protocol","Network Service","3940648275","2385463402","1555184873"
"Internet Message Access Protocol version 4","Email","110823300","40354966","70468334"
"Internet Message Access Protocol Secure","Email","26301831","24752290","1549541"
"Internet Protocol","Network Service","0","0","0"
"XMPP Protocol (Jabber)","Business Collaboration","14860652","9316426","5544226"
"Network Time Protocol","Network Service","194951","102476","92475"
"Simple Mail Transfer Protocol","Email","231676926","222365862","9311064"
"Simple Object Access Protocol","Network Service","782112765","401792374","380320391"
"Secure Shell","Tunneling and VPN","34609673","18666384","15943289"
"Secure Socket Layer","Tunneling and VPN","3414716993","1350120417","2064596576"
"Transmission Control Protocol","Other TCP/UDP","571862213","86335694","485526519"
"User Datagram Protocol","Other TCP/UDP","2252262136","1499067564","753194572"
"Apple Generic Services","Web","3877680726","478130912","3399549814"
"Online Certificate Status Protocol","Business Application","8285143","4049326","4235817"
"iTunes","Media","136558559","28929972","107628587"
"TeamViewer","Remote Desktop","227970527","128274242","99696285"
"Bing.com (formerly MSN Search)","Web","64711365","17627543","47083822"
"Windows Update","Web","4434944595","504635112","3930309483"
"Chrome Update","Web","339622516","37671490","301951026"
"Google Generic","Web","264988795","58192390","206796405"
"Amazon Generic Services","Web","898695486","508496226","390199260"
"Mozilla.com - Mozilla.org","Web","72265611","16224284","56041327"
"Apple App Store","Web","191529460","30309632","161219828"
"Windows Marketplace","Web","664131597","78452436","585679161"
"Apple Push Notification Service","Web","164961022","104260728","60700294"
"iCloud (Apple)","Storage and Backup","1040239230","477560936","562678294"
"Amazon Web Services/Cloudfront CDN","Infrastructure","883172255","400270090","482902165"
"CloudFlare CDN","Infrastructure","369883555","51936286","317947269"
"Microsoft Office 365","Business Collaboration","1244886326","130911340","1113974986"
"Zoho Corporation","Business Application","66157465","43146098","23011367"
"Microsoft Outlook (Office 365)","Business Application","749020694","257029360","491991334"
"Google Cloud Storage","Web","362124179","330070244","32053935"
"Google Cloud Messaging","Web","8167256","3185178","4982078"
"Apple Location","Web","403518932","70234718","333284214"
"HyperText Transfer Protocol version 2","Web","1791217051","570909220","1220307831"
"Android connectivity Manager","Network Service","992073","497968","494105"
"Heap","Web","196082015","148574590","47507425"
"Microsoft","Web","2460406778","440457748","2019949030"
"New Relic","Web","138763475","60609058","78154417"
"HyperText Transfer Protocol proxy","Network Service","1638936","856154","782782"
"Google APIs","Web","457320161","111730884","345589277"
"Amazon Cognito","Web","13829291","4667622","9161669"
"Intercom","Web","143423535","63213868","80209667"
"SD-WAN Control","SD-WAN","50052009793","26790094807","23261914986"
"SD-WAN Management","SD-WAN","10079790338","4447809577","5631980761"
"TencentMeeting","Business Collaboration","23837490","11085636","12751854"
"Google Mail","Email","147944995","35893164","112051831"
"Google Search","Web","434603627","76163452","358440175"
"McAfee Client update","Business Application","25236740","8016458","17220282"
"Real Time Protocol","Business Collaboration","464076567","129727174","334349393"
"Skype and Teams","Business Collaboration","10190877","2613108","7577769"
"Youtube.com","Media","27359686903","2908390930","24451295973"
"Facebook","Social Networking","976347624","157394152","818953472"
"Google Ads","Web","134292122","31519254","102772868"
"Windows Live Hotmail","Email","41717516","11784404","29933112"
"Spotify","Media","385711","136206","249505"
"Firefox Update","Web","146860374","13558284","133302090"
"Google Analytics,Google Marketing Platform","Web","35337829","15121236","20216593"
"Google GStatic","Web","436535151","56962770","379572381"
"Dropbox","Storage and Backup","8499616","7606392","893224"
"Google Translate","Web","932605","155352","777253"
"WhatsApp Messenger","Internet Instant Messaging","6389638059","2898412430","3491225629"
"iOS over-the-air (OTA) update","Web","454426246","36053494","418372752"
"Google Play Store","Media","746108859","96703802","649405057"
"Instagram","Web","3630298993","477509904","3152789089"
"Microsoft Azure (previously Windows Azure)","Infrastructure","7599512","1159742","6439770"
"Yahoo.com","Web","18261721","4402042","13859679"
"Google Talk (incl. Hangouts and Allo and Duo)","Real Time Audio/Video","1254790","589966","664824"
"Apple SIRI","Web","18856521","10512112","8344409"
"Google Accounts","Web","19847255","5616356","14230899"
"Snapchat","Social Networking","1869071771","240339208","1628732563"
"King Digital Entertainment","Gaming","257628","61860","195768"
"Google Safe Browsing","Web","33938096","15375512","18562584"
"Facebook Messenger","Internet Instant Messaging","8350352","3393830","4956522"
"Google Tag Manager","Web","47573491","6199900","41373591"
"Apple Music","Media","89205","18358","70847"
"Microsoft Excel Online (Office 365)","Web","66247314","25746036","40501278"
