"Application","Category","Total Bytes","Bytes Received","Bytes Sent"
"Heap","Web","27727343","14867389","12859954"
"Rovi corporation","Web","1146370","52628","1093742"
"Zopim","Web","2956789","483944","2472845"
"Rollout","Web","878414","322187","556227"
"Rackspace","Web","1674076488","40477144","1633599344"
"LiveChat","Web","4198441","416605","3781836"
"Verizon","Web","16907736","11053738","5853998"
"LKQD","Web","1072547","397568","674979"
"jQuery","Web","21042561","908157","20134404"
"Kalerkantho","Web","15456100","1207678","14248422"
"Google Photos (formerly Google Picasa)","Web","217166886","118700166","98466720"
"Uber (formerly UberCab)","Web","642359740","24807946","617551794"
"QQVideo","Web","188851998","2968080","185883918"
"Bazaarvoice","Web","30423427","2125610","28297817"
"Clicktale","Web","20976673","10394638","10582035"
"ZoomMeetings","Business Collaboration","6893066553","2663479984","4229586569"
"Pokemon GO","Gaming","31464808","8345659","23119149"
"Weborama","Web","372821","75680","297141"
"Innovid","Web","478223532","5404503","472819029"
"GIPHY","Web","902032716","9535273","892497443"
"Eskimi","Web","18043","2360","15683"
"Heroku","Web","841843","170946","670897"
"Amazon Music","Media","14975749","2450252","12525497"
"Signal Private Messenger (Open Whisper Systems)","Internet Instant Messaging","33471782","10151048","23320734"
"Prothom Alo","Web","29152964","937641","28215323"
"ADventori","Web","295451","68781","226670"
"Tealium","Web","16713125","5241395","11471730"
"HK Observatory","Web","74574","14978","59596"
"AnyDesk","Remote Desktop","287179","116976","170203"
"Okta","Web","190445105","60129647","130315458"
"Gfycat","Web","143867410","775817","143091593"
"T-Mobile","Web","407824","109182","298642"
"Snow","Internet Instant Messaging","1736951","105075","1631876"
"Canvas Student","Web","110689589","787555","109902034"
"Adtelligent","Web","6412014","1768924","4643090"
"Akamai Video","Media","306032879","6866120","299166759"
"IronSource","Business Application","202653468","11996924","190656544"
"Text Me","Internet Instant Messaging","18588564","3793725","14794839"
"textPlus","Internet Instant Messaging","106697","19873","86824"
"IBM","Web","4378504","512671","3865833"
"League of Legends","Gaming","326621281","53211917","273409364"
"Mobile Legends","Gaming","11137026883","314702796","10822324087"
"Future_plc","Web","17584907","696933","16887974"
"Target","Web","247343","9895","237448"
"AnonyTun","Tunneling and VPN","274224","147983","126241"
"PubNub","Web","2704325","571848","2132477"
"Unknown virtual protocol","Unclassified","1190238","516762","673476"
"Acast","Real Time Audio/Video","308541648","4571974","303969674"
"Wireguard","Tunneling and VPN","9489752755","864111892","8625640863"
"JWPLAYER","Web","627378620","9310272","618068348"
"Quora","Social Networking","94821130","45243001","49578129"
"Airbnb","Web","67074441","3365326","63709115"
"Sift Science","Web","1160661","333857","826804"
"Connatix","Real Time Audio/Video","228987462","9839166","219148296"
"UserReport","Web","2703905","221637","2482268"
"Contentful","Web","155075639","20027983","135047656"
"The Blaze","Web","1462124","62364","1399760"
"Indeed","Web","300659869","96456605","204203264"
"Intercom","Web","26733210","8432020","18301190"
"BitTorrent","Peer to Peer","1452931","895","1452036"
"eBay.com","Web","32341386","3869437","28471949"
"File Transfer Protocol","File Sharing","9930","5132","4798"
"Gnutella","Peer to Peer","66537","27957","38580"
"Google Earth","Web","7802698","82802","7719896"
"Google Groups","Social Networking","56098","12897","43201"
"GPRS Tunneling Protocol","Tunneling and VPN","36137655","3368650","32769005"
"IPsec (AH and ESP)","Tunneling and VPN","18394326","5189424","13204902"
"HP Printer Job Language","Business Application","995742149","49509577","946232572"
"Kerberos","Authentication","7180","3544","3636"
"Lighweight Directory Access Protocol","Authentication","636","276","360"
"Network News Transport Protocol","Network Service","4764","2564","2200"
"Secure POP3","Email","149994","33159","116835"
"Real Time Control Protocol","Business Collaboration","12183157","10962308","1220849"
"Real Time Protocol","Business Collaboration","2175593884","1012698764","1162895120"
"SAP","Business Application","622631","22955","599676"
"ShoutCast","Media","1326004","53318","1272686"
"Session Initiation Protocol","Business Application","557166","305552","251614"
"Simple Mail Transfer Protocol","Email","193321","85088","108233"
"Simple Mail Transfer Protocol Secure","Email","5732","726","5006"
"Simple Network Management Protocol","Management","298176","298176","0"
"Secure Shell","Tunneling and VPN","1024541","375237","649304"
"MPEG-Transport Stream","Real Time Audio/Video","5085853699","93514364","4992339335"
"Simple Network Paging Protocol","Network Service","99510","36756","62754"
"Xunlei/Thunder protocol","Peer to Peer","452","92","360"
"Secure AIM","Internet Instant Messaging","655459","103487","551972"
"Ask.com","Web","340735","29803","310932"
"Southwest.com","Web","43075074","11517325","31557749"
"Travelocity.com","Web","29069","4280","24789"
"Realtor.com","Web","66209","9703","56506"
"Flickr","Social Networking","8801809","127984","8673825"
"Rambler.ru","Web","1032048","106618","925430"
"Mail.ru Webmail","Email","1116387","311432","804955"
"Real Time Messaging Protocol","Network Service","244529621","21248277","223281344"
"Badoo.com","Internet Instant Messaging","77649","5175","72474"
"Flixster.com","Web","1392012","26509","1365503"
"Goodreads.com","Web","1414121","82280","1331841"
"Italki.com","Web","279884","112144","167740"
"Last.fm","Media","7203","955","6248"
"LibraryThing.com","Web","10824","1933","8891"
"Meetup","Web","1244309","389908","854401"
"Mixi.jp","Web","139149","6949","132200"
"Odnoklassniki.ru","Social Networking","13674122","8900324","4773798"
"Ravelry.com","Web","516905","76287","440618"
"Yammer.com","Business Application","1375066","443867","931199"
"Firefox Update","Web","26735324","629248","26106076"
"Java Update","Web","81844","6555","75289"
"Apple Update","Web","567873390","2060181","565813209"
"icecast","Media","30001469","813484","29187985"
"Symantec Norton AntiVirus Updates","Web","41747437","83022","41664415"
"Kaspersky Update","Web","31502","2240","29262"
"Avira Update","Web","15076374","260568","14815806"
"BBC Player","Media","21779","6225","15554"
"Kugou/Kugoo","Peer to Peer","284","152","132"
"Garena","Web","296628","37025","259603"
"Microsoft SharePoint","Business Application","5602980","354525","5248455"
"Evony.com","Web","798611","316655","481956"
"iHeartRADIO","Media","453923","31767","422156"
"IMVU.com (Instant Message Virtual Universe)","Gaming","1144197","50104","1094093"
"Jango.com","Web","16259","2957","13302"
"Napster.com","Web","755075","17869","737206"
"Nicovideo.jp (aka Nico Nico Douga)","Media","930769","207520","723249"
"Photobucket.com","Web","72947","3255","69692"
"QQMusic","Peer to Peer","11172","5182","5990"
"UStream","Media","32761","1739","31022"
"WebEx","Business Collaboration","923069","71743","851326"
"Slingbox","Media","1231937","24963","1206974"
"Bloomberg.com","Web","7653124","407045","7246079"
"GoToMyPC Remote Access","Remote Desktop","33588","13961","19627"
"RSS","Web","339117","17584","321533"
"BlackBerry.com","Web","87465","35921","51544"
"ABCNews","Web","11118353","215816","10902537"
"Acer","Web","7686","873","6813"
"Adobe Acrobat DC (Document Cloud)","Web","13693808","566826","13126982"
"AmericanExpress","Web","6595061","1301163","5293898"
"Blogger","Web","4048602","116272","3932330"
"Capital One","Web","11639802","637491","11002311"
"Cnet.com","Web","2442846","58198","2384648"
"Comcast","Web","12867262","1493821","11373441"
"Fox News","Web","60655826","9117251","51538575"
"FoxSports.com","Web","787618","17304","770314"
"Groupon","Web","3194062","50568","3143494"
"HowStuffWorks.com","Web","5309","1505","3804"
"IKEA.com","Web","14032789","2614142","11418647"
"Intuit.com","Business Application","7260432","4586500","2673932"
"Kaspersky.com","Web","3210652","1292841","1917811"
"Livedoor.com","Web","229731","56049","173682"
"Mashable.com","Web","8612","2427","6185"
"Monster.com","Web","585257","126407","458850"
"NASA.gov","Web","57077","5106","51971"
"NationalGeographic.com","Web","1702378","36376","1666002"
"National Football League (NFL.com)","Web","85882792","5174902","80707890"
"PlayStation.com","Web","3491901","244523","3247378"
"Redtube","Web","56462351","1309316","55153035"
"Reverso.net","Web","2387280","50875","2336405"
"RTL Group","Web","802438","6624","795814"
"SFR.fr","Web","68975","11114","57861"
"Sky","Web","194437","37318","157119"
"SlideShare","Web","7383216","72133","7311083"
"Sports Illustrated","Web","1798424","65372","1733052"
"Univision.com","Web","41227","9146","32081"
"WindowsMedia.com","Media","5617","1356","4261"
"Xvideos.com","Media","12327839","309978","12017861"
"Youdao.com","Web","6309458","2545075","3764383"
"Youporn","Web","43277","2189","41088"
"Sophos update","Business Application","87605","10326","77279"
"Google App Engine","Business Application","3996075","595557","3400518"
"Google Plus","Web","122056","34374","87682"
"Scribd.com","Web","2738578","1519345","1219233"
"Hulu","Media","8774","1348","7426"
"Shazam","Web","449219","74801","374418"
"TuneIn","Real Time Audio/Video","1621","376","1245"
"KakaoTalk","Internet Instant Messaging","100125524","18469733","81655791"
"Coupang","Web","473323","29973","443350"
"Tistory.com","Web","39041","8851","30190"
"Joongang Daily","Web","27556","5902","21654"
"Nexon.com","Web","230945","93007","137938"
"Ifeng.com","Web","90473950","913103","89560847"
"Tmall.com","Web","129157","19006","110151"
"Douban.com","Web","68791","12883","55908"
"58.com","Web","65267","29997","35270"
"iQiyi","Web","676811","183751","493060"
"Zol.com.cn","Web","112587","20492","92095"
"51.la","Web","85003","10525","74478"
"Zynga.com","Gaming","480227644","22461288","457766356"
"Limelight Networks CDN","Web","477806534","6966647","470839887"
"Datagram Transport Layer Security","Tunneling and VPN","184787884","98921142","85866742"
"KIK Messenger","Internet Instant Messaging","35397725","2380861","33016864"
"MiTalk Messenger (Miliao)","Internet Instant Messaging","34441531","463707","33977824"
"FC2.com","Social Networking","39746","4033","35713"
"Rakuten.co.jp","Web","26567328","1552583","25014745"
"Kakaku.com","Web","238440","48001","190439"
"Ameba.jp","Web","2645300","236099","2409201"
"Hatena.ne.jp","Social Networking","836470","40056","796414"
"Pixiv.net","Web","42388","13813","28575"
"Sakura.ne.jp","Web","32832","2580","30252"
"9game.com","Gaming","39551103","573038","38978065"
"Chinatimes.com","Web","469221","15412","453809"
"Ctrip.com","Web","6415771","1061696","5354075"
"Eastmoney.com","Web","48685","8560","40125"
"Ettoday.net","Web","27928744","598465","27330279"
"Gamer.com.tw","Web","480425","23233","457192"
"Mail189.cn","Email","6013","3907","2106"
"Momoshop.com.tw","Web","21319","894","20425"
"Pixnet.net","Social Networking","365792","46287","319505"
"QQ News","Web","404513","26663","377850"
"Sina finance","Web","20257","2284","17973"
"Udn.com","Web","4260120","116392","4143728"
"Xuite.net","Gaming","106112","23258","82854"
"Pornhub","Web","13313957","1121473","12192484"
"MeetMe.com","Social Networking","237333","52187","185146"
"SoftBank.com","Web","1561333","354978","1206355"
"Radiko.jp","Web","9214","1808","7406"
"Nend.net","Web","444205","8633","435572"
"Speedtest","File Sharing","55940850","9367599","46573251"
"MapQuest.com","Web","265869","7217","258652"
"BuzzFeed.com","Web","4808534","569776","4238758"
"ThePirateBay.se","Web","1947748","59660","1888088"
"ImageShack","File Sharing","6907","1295","5612"
"Evernote","Web","1789293","85947","1703346"
"JingDong","Web","4517871","391808","4126063"
"WebSocket","Network Service","1355420","200281","1155139"
