"Application","Category","Total Bytes","Bytes Received","Bytes Sent"
"Dailymotion.com","Media","88521","14166","74355"
"Domain Name Service","Network Service","1035559486","524408694","511150792"
"eBay.com","Web","3403783","405247","2998536"
"Google Mail","Email","363220002","69298964","293921038"
"Google Search","Web","411458832","55161705","356297127"
"Google Maps","Web","52210135","2109585","50100550"
"HyperText Transfer Protocol","Web","4853370098","530111603","4323258495"
"HyperText Transfer Protocol Secure","Web","5695748470","844697007","4851051463"
"Internet Control Message Protocol","Network Service","4287287088","2601931958","1685355130"
"Internet Message Access Protocol version 4","Email","106819774","39338406","67481368"
"Internet Message Access Protocol Secure","Email","25853503","4867034","20986469"
"Internet Protocol","Network Service","0","0","0"
"Internet Security Association and Key Management Protocol","Tunneling and VPN","90254078","31492436","58761642"
"XMPP Protocol (Jabber)","Business Collaboration","3033319","759773","2273546"
"McAfee Client update","Business Application","10726682","897560","9829122"
"Network Time Protocol","Network Service","884559","522924","361635"
"Session Initiation Protocol","Business Application","106188","58974","47214"
"Skype and Teams","Business Collaboration","16053894","3662807","12391087"
"Simple Object Access Protocol","Network Service","1378367167","656293801","722073366"
"Secure Shell","Tunneling and VPN","36685510","17681857","19003653"
"Secure Socket Layer","Tunneling and VPN","7513772213","2808451205","4705321008"
"Session Traversal Utilities for NAT","Business Collaboration","4928658","4315748","612910"
"Transmission Control Protocol","Other TCP/UDP","268858871","51714502","217144369"
"User Datagram Protocol","Other TCP/UDP","17101227796","4831164748","12270063048"
"Yahoo Search","Web","462211","43585","418626"
"Yahoo Mail v.2.0","Email","21213576","3443501","17770075"
"Youtube.com","Media","9997195481","780231271","9216964210"
"Facebook","Social Networking","30036267140","1735408573","28300858567"
"Google Ads","Web","469624606","71270663","398353943"
"LinkedIn","Social Networking","4276976","702232","3574744"
"Apple Generic Services","Web","6497710946","316038008","6181672938"
"Online Certificate Status Protocol","Business Application","7550360","3208323","4342037"
"Foursquare.com","Web","959359","259762","699597"
"Tumblr","Social Networking","44366","23095","21271"
"Twitter","Social Networking","298404536","15569737","282834799"
"Yandex.ru","Web","159018","28002","131016"
"iTunes","Media","412720411","63944099","348776312"
"Spotify","Media","148564249","13175938","135388311"
"TeamViewer","Remote Desktop","320435133","194303888","126131245"
"Bing.com (formerly MSN Search)","Web","61857315","9397373","52459942"
"Windows Update","Web","6162299779","598625604","5563674175"
"Opera Update","Web","270374","86984","183390"
"Netflix.com","Media","1916343021","54060245","1862282776"
"Google Analytics,Google Marketing Platform","Web","91557123","22154411","69402712"
"Google GStatic","Web","678831263","42952465","635878798"
"Portal.TidalTV.com","Web","304228","87112","217116"
"WebEx","Business Collaboration","77023319","9008046","68015273"
"Google Generic","Web","352462529","66479455","285983074"
"AccuWeather","Web","122001","20728","101273"
"Adobe Acrobat DC (Document Cloud)","Web","82146","27977","54169"
"Amazon Generic Services","Web","1291523754","577039839","714483915"
"CNN (Cable News Network)","Web","46503517","5847819","40655698"
"Intuit.com","Business Application","5848828","1727082","4121746"
"Sports Illustrated","Web","15786","1370","14416"
"Weather.com","Web","26839947","1989547","24850400"
"WhatsApp Messenger","Internet Instant Messaging","1181615398","670207636","511407762"
"Google App Engine","Business Application","276933","84477","192456"
"Apple App Store","Web","6631147610","323278314","6307869296"
"Windows Marketplace","Web","473555139","49134884","424420255"
"Apple Push Notification Service","Web","196604952","121392260","75212692"
"iOS over-the-air (OTA) update","Web","3167561228","180061475","2987499753"
"Samsung Apps","Web","13271164","2077943","11193221"
"Google Play Store","Media","244773756","32530082","212243674"
"iCloud (Apple)","Storage and Backup","1385998933","525742103","860256830"
"Instagram","Web","7321900150","336651167","6985248983"
"Amazon Web Services/Cloudfront CDN","Infrastructure","3249177560","751523928","2497653632"
"Akamai Technologies CDN","Web","98675933","5105848","93570085"
"Microsoft Azure (previously Windows Azure)","Infrastructure","54680261","2875457","51804804"
"Datagram Transport Layer Security","Tunneling and VPN","266580017","43702033","222877984"
"Yahoo.com","Web","207468793","23736341","183732452"
"Google Talk (incl. Hangouts and Allo and Duo)","Real Time Audio/Video","814010","283500","530510"
"CloudFlare CDN","Infrastructure","1008164041","69536096","938627945"
"Microsoft Office 365","Business Collaboration","522447827","64966730","457481097"
"Nokia Here API","Web","241835","26595","215240"
"ESPN.go.com","Web","589633287","14347211","575286076"
"Pinterest","Web","36257480","3217456","33040024"
"Microsoft Outlook (Office 365)","Business Application","682105137","192758279","489346858"
"Reddit.com","Web","174165880","6606329","167559551"
"Internet Movie Database","Web","16702786","557406","16145380"
"Apple SIRI","Web","43574544","31962786","11611758"
"Apple HTTP Live Streaming","Real Time Audio/Video","6305786","197713","6108073"
"Conviva","Infrastructure","939821","763166","176655"
"EdgeCast Networks CDN","Infrastructure","211974","59336","152638"
"Google Accounts","Web","67181599","19537495","47644104"
"Amazon Ad System","Web","35818730","8913044","26905686"
"Aol","Web","353713","46510","307203"
"Snapchat","Social Networking","6548398055","497564058","6050833997"
"AddThis","Web","2314285","298782","2015503"
"Turn","Web","1391650","407388","984262"
"ScorecardResearch","Web","8445140","1884655","6560485"
"Quantcast","Web","2757080","586940","2170140"
"Oracle","Web","1638435","502809","1135626"
"Bitstrips","Social Networking","96194959","4941785","91253174"
"TRUSTe","Web","3983775","439929","3543846"
"Criteo","Web","37433023","10164990","27268033"
