"Application","Category","Total Bytes","Bytes Received","Bytes Sent"
"Domain Name Service","Network Service","265149959","121279442","143870517"
"HyperText Transfer Protocol","Web","662566747","70518896","592047851"
"HyperText Transfer Protocol Secure","Web","249085819022","231158606960","17927212062"
"Internet Control Message Protocol","Network Service","3949055423","2393386164","1555669259"
"Internet Message Access Protocol version 4","Email","114232672","41477224","72755448"
"Internet Protocol","Network Service","0","0","0"
"Simple Object Access Protocol","Network Service","1202545039","594230068","608314971"
"Secure Socket Layer","Tunneling and VPN","72221137402","66149995400","6071142002"
"Transmission Control Protocol","Other TCP/UDP","375666116","97533258","278132858"
"User Datagram Protocol","Other TCP/UDP","2258285307","1560623232","697662075"
"Apple Generic Services","Web","3452822876","467718856","2985104020"
"Online Certificate Status Protocol","Business Application","3907348","1904856","2002492"
"iTunes","Media","216958333","44701164","172257169"
"TeamViewer","Remote Desktop","193435463","90440506","102994957"
"Bing.com (formerly MSN Search)","Web","60974304","12119564","48854740"
"Windows Update","Web","3637078677","401817786","3235260891"
"Chrome Update","Web","136945360","12143206","124802154"
"Google Generic","Web","272054007","131363920","140690087"
"Amazon Generic Services","Web","804281091","462972754","341308337"
"Apple App Store","Web","1472610280","185176300","1287433980"
"Windows Marketplace","Web","319553601","39442642","280110959"
"Apple Push Notification Service","Web","121735030","75911578","45823452"
"iOS over-the-air (OTA) update","Web","9131723256","937104576","8194618680"
"Google Play Store","Media","830985402","105996698","724988704"
"iCloud (Apple)","Storage and Backup","496087389","155032390","341054999"
"Microsoft Azure (previously Windows Azure)","Infrastructure","70784446","18330434","52454012"
"CloudFlare CDN","Infrastructure","365868285","65217516","300650769"
"Microsoft Office 365","Business Collaboration","406004218","45735066","360269152"
"Zoho Corporation","Business Application","33545364","16446492","17098872"
"Microsoft Outlook (Office 365)","Business Application","170440425","57466500","112973925"
"Apple SIRI","Web","16453368","9238342","7215026"
"Google Cloud Messaging","Web","63697548","31786992","31910556"
"Apple Location","Web","543326310","87968380","455357930"
"HyperText Transfer Protocol version 2","Web","237696816","62989358","174707458"
"Heap","Web","130900780","99660856","31239924"
"Microsoft","Web","1355259402","291249732","1064009670"
"New Relic","Web","36997829","17932496","19065333"
"ZoomMeetings","Business Collaboration","30644324","3330396","27313928"
"HyperText Transfer Protocol proxy","Network Service","794738","424450","370288"
"Google APIs","Web","283900002","88551730","195348272"
"Amazon Cognito","Web","13419211","4386218","9032993"
"Intercom","Web","52875169","26993728","25881441"
"SD-WAN Control","SD-WAN","24871005445","12883333548","11987671897"
"SD-WAN Management","SD-WAN","3875858401","1544757244","2331101157"
"TencentMeeting","Business Collaboration","24272881","6588224","17684657"
"Dailymotion.com","Media","1528676","343368","1185308"
"Google Mail","Email","256324570","65107768","191216802"
"Google Search","Web","85073417","20045478","65027939"
"Network Time Protocol","Network Service","229334","134024","95310"
"Skype and Teams","Business Collaboration","16053877","4035500","12018377"
"Youtube.com","Media","2919650647","252734406","2666916241"
"Facebook","Social Networking","1950092104","325517550","1624574554"
"Google Ads","Web","34539128","8472222","26066906"
"LinkedIn","Social Networking","5473354","1218700","4254654"
"Google Analytics,Google Marketing Platform","Web","24740574","13636158","11104416"
"Google GStatic","Web","185073214","27294908","157778306"
"WhatsApp Messenger","Internet Instant Messaging","885323831","133638560","751685271"
"Instagram","Web","6646354304","652727980","5993626324"
"Yahoo.com","Web","46147997","13974544","32173453"
"Pinterest","Web","1776269","509160","1267109"
"Paypal.com","Web","737071","100480","636591"
"Google Accounts","Web","17659621","6634890","11024731"
"Amazon Ad System","Web","1659043","644056","1014987"
"Snapchat","Social Networking","88458255","12739998","75718257"
"Turn","Web","37734","13724","24010"
"ScorecardResearch","Web","444833","142678","302155"
"Quantcast","Web","125910","44120","81790"
"Oracle","Web","760548","310372","450176"
"Criteo","Web","2879653","1206636","1673017"
"Adobe","Business Application","162423735","12776672","149647063"
"Facebook Messenger","Internet Instant Messaging","49326199","20706218","28619981"
"InMobi","Web","37180","13884","23296"
"Smart AdServer","Web","729720","261506","468214"
"Google Cloud Storage","Web","5151965050","4895632350","256332700"
"OpenX","Web","100225","38380","61845"
"PubMatic","Web","572193","235460","336733"
"Index Exchange (previously Casale Media)","Web","854778","200730","654048"
"LOTAME","Web","371963","129882","242081"
"AppNexus","Web","1496382","618952","877430"
"Rlcdn","Web","79816","27774","52042"
"Google Tag Manager","Web","22260605","2836042","19424563"
"Apple Music","Media","3385703","491316","2894387"
"Outbrain","Web","934017","312314","621703"
"Rogers TV","Web","1727770","304760","1423010"
"Taboola","Web","1139822","289674","850148"
"Rackspace","Web","1636521637","185658684","1450862953"
"Everest Technologies","Web","203736","92342","111394"
"Conversant","Web","79467","35882","43585"
"Adform","Web","256938","59262","197676"
"Bidswitch","Web","473143","188086","285057"
"DoubleVerify","Web","867860","216156","651704"
"Okta","Web","51185675","8019160","43166515"
"PulsePoint","Web","81788","22260","59528"
"Apple News","Web","63205810","7987440","55218370"
"Pendo","Web","4329167","1277294","3051873"
"Go Daddy","Web","42453","15128","27325"
"Digicert","Web","1404886","597808","807078"
"File Transfer Protocol","File Sharing","12396","6746","5650"
"Google Maps","Web","3170260","413950","2756310"
"Internet Message Access Protocol Secure","Email","2710869","1026688","1684181"
