"Application","Category","Total Bytes","Bytes Received","Bytes Sent"
"Domain Name Service","Network Service","832182095","447056948","385125147"
"eBay.com","Web","127548266","16870770","110677496"
"Google Mail","Email","1572752379","167625060","1405127319"
"Google Search","Web","656361460","88675850","567685610"
"Google Maps","Web","83565047","9444640","74120407"
"HyperText Transfer Protocol","Web","32525636876","547880875","31977756001"
"HyperText Transfer Protocol Secure","Web","20646614631","2242392975","18404221656"
"Internet Control Message Protocol","Network Service","3828269386","2318862630","1509406756"
"Internet Message Access Protocol version 4","Email","41292862","14831904","26460958"
"Internet Message Access Protocol Secure","Email","330840704","22914403","307926301"
"Internet Protocol","Network Service","0","0","0"
"Internet Security Association and Key Management Protocol","Tunneling and VPN","406419338","37656840","368762498"
"XMPP Protocol (Jabber)","Business Collaboration","5335205","1349769","3985436"
"McAfee Client update","Business Application","103336737","7471221","95865516"
"Real Time Protocol","Business Collaboration","2104287214","1258551969","845735245"
"Skype and Teams","Business Collaboration","815161230","377062863","438098367"
"Simple Object Access Protocol","Network Service","1299438865","649631923","649806942"
"Secure Shell","Tunneling and VPN","578561","354586","223975"
"Secure Socket Layer","Tunneling and VPN","28185333249","4725768632","23459564617"
"Session Traversal Utilities for NAT","Business Collaboration","36033842","2375852","33657990"
"Transmission Control Protocol","Other TCP/UDP","1783787037","1083219325","700567712"
"User Datagram Protocol","Other TCP/UDP","182952625597","21563994850","161388630747"
"Yahoo Search","Web","2591178","176367","2414811"
"Yahoo Mail v.2.0","Email","87549911","19698396","67851515"
"Youtube.com","Media","22039903194","3626636718","18413266476"
"Facebook","Social Networking","171177379579","4166365940","167011013639"
"Google Ads","Web","2056899908","261933926","1794965982"
"Windows Live Hotmail","Email","106335160","15079410","91255750"
"LinkedIn","Social Networking","437735062","25875447","411859615"
"Apple Generic Services","Web","15907029831","610100789","15296929042"
"Online Certificate Status Protocol","Business Application","17484542","6754940","10729602"
"Twitter","Social Networking","1732321141","54960147","1677360994"
"Yandex.ru","Web","10751586","2724865","8026721"
"iTunes","Media","1957529427","113427323","1844102104"
"Spotify","Media","748578642","106190000","642388642"
"TeamViewer","Remote Desktop","956134708","564185007","391949701"
"Bing.com (formerly MSN Search)","Web","236481640","31380670","205100970"
"Baidu.com","Web","6071066","360882","5710184"
"Windows Update","Web","6647927641","483449127","6164478514"
"Chrome Update","Web","249796672","12037822","237758850"
"Opera Update","Web","1351216","367858","983358"
"Netflix.com","Media","25500827975","370607212","25130220763"
"Google Analytics,Google Marketing Platform","Web","328936561","66519836","262416725"
"Google GStatic","Web","1783600666","95534379","1688066287"
"Google Translate","Web","7961963","2301686","5660277"
